economy,time,FP.CPI.TOTL.ZG
ABW,2000,4.04402131190514
ABW,2001,2.8836043031626
ABW,2002,3.31524678585428
ABW,2003,3.65636507938414
ABW,2004,2.52912946932762
ABW,2005,3.39778677828806
ABW,2006,3.60802438784541
ABW,2007,5.39256784475512
ABW,2008,8.9559870517779
ABW,2009,-2.13542872046934
ABW,2010,2.07814071860782
ABW,2011,4.31629742195207
ABW,2012,0.627471992893334
ABW,2013,-2.37206524252253
ABW,2014,0.42144091888116
ABW,2015,0.474763597342612
ABW,2016,-0.931195987079616
ABW,2017,-1.02828178762002
ABW,2018,3.62604141352956
ABW,2019,4.25746204335428
AFE,2000,8.6014851485149
AFE,2001,5.84035398311558
AFE,2002,8.76375366426173
AFE,2003,7.44970014007364
AFE,2004,5.02342068616284
AFE,2005,8.55803802239772
AFE,2006,8.89816380214033
AFE,2007,8.45077480634995
AFE,2008,12.5666446595157
AFE,2009,8.95421802392944
AFE,2010,5.53753791645677
AFE,2011,8.97120640995792
AFE,2012,9.15870715471667
AFE,2013,5.75098133352462
AFE,2014,5.37028961008588
AFE,2015,5.25017086354882
AFE,2016,6.57139642173959
AFE,2017,6.39934341569383
AFE,2018,4.720811388773
AFE,2019,4.12024587014984
AFG,2005,12.6862687216715
AFG,2006,6.78459655001657
AFG,2007,8.68057078513406
AFG,2008,26.4186641547444
AFG,2009,-6.81116108898995
AFG,2010,2.1785375238942
AFG,2011,11.8041858089129
AFG,2012,6.44121280934118
AFG,2013,7.38577178397857
AFG,2014,4.67399603536339
AFG,2015,-0.661709164713696
AFG,2016,4.38389195513914
AFG,2017,4.9759515055383
AFG,2018,0.626149149168811
AFG,2019,2.30237251516844
AFW,2000,2.53077516737993
AFW,2001,4.36152914007253
AFW,2002,3.18869330220589
AFW,2003,1.76090410099629
AFW,2004,0.694336305945748
AFW,2005,5.63163351357613
AFW,2006,4.41589984169562
AFW,2007,3.60736767984596
AFW,2008,8.45297623326756
AFW,2009,3.2824403758932
AFW,2010,1.78484420477114
AFW,2011,4.01869907534491
AFW,2012,4.57837463515945
AFW,2013,2.43920076104128
AFW,2014,1.7580519603779
AFW,2015,2.13026806151513
AFW,2016,1.49456366409864
AFW,2017,1.76463495159564
AFW,2018,1.78404994832044
AFW,2019,1.75856517595659
AGO,2000,324.996871601321
AGO,2001,152.561022469299
AGO,2002,108.897436089429
AGO,2003,98.2241436573305
AGO,2004,43.5421067519686
AGO,2005,22.953513851394
AGO,2006,13.3052101780031
AGO,2007,12.2514974459487
AGO,2008,12.4758291326398
AGO,2009,13.7302839288409
AGO,2010,14.4696564932576
AGO,2011,13.4824679218512
AGO,2012,10.2779049218839
AGO,2013,8.77781429332618
AGO,2014,7.28038730361125
AGO,2015,9.35383972513758
AGO,2016,30.6989578589225
AGO,2017,29.8425777887099
AGO,2018,19.6305943641961
AGO,2019,17.0797044074954
ALB,2000,0.0500181363468233
ALB,2001,3.10758827031435
ALB,2002,7.77052583431551
ALB,2003,0.484002611818484
ALB,2004,2.28001916938099
ALB,2005,2.36658195679796
ALB,2006,2.37072831904283
ALB,2007,2.93268248162319
ALB,2008,3.32087090389268
ALB,2009,2.2669220945083
ALB,2010,3.62604695579817
ALB,2011,3.42912324722164
ALB,2012,2.03159268395298
ALB,2013,1.93762080205227
ALB,2014,1.62586504402607
ALB,2015,3.50120835492656
ALB,2016,-0.367317209784628
ALB,2017,2.0605984592022
ALB,2018,2.02805963071136
ALB,2019,1.41109078954248
ARB,2000,1.85379035325276
ARB,2001,1.77220437351018
ARB,2002,1.83299389002049
ARB,2003,2.7125924747435
ARB,2004,3.63228004956626
ARB,2005,3.4936853461953
ARB,2006,3.54498591605032
ARB,2007,4.74390639021646
ARB,2008,11.2706652380848
ARB,2009,2.92089711805365
ARB,2010,3.91106195534027
ARB,2011,4.75316388885632
ARB,2012,4.61184432206646
ARB,2013,3.23810833914068
ARB,2014,2.7735161312612
ARB,2015,1.81407723937759
ARB,2016,2.06884036053476
ARB,2017,1.96682557818839
ARB,2018,2.45814158007533
ARB,2019,1.09184802655847
ARE,2008,12.250420244814
ARE,2009,1.56181317449067
ARE,2010,0.877983288285896
ARE,2011,0.877346595685083
ARE,2012,0.662268900269082
ARE,2013,1.10111836375706
ARE,2014,2.34626865671643
ARE,2015,4.06996608361598
ARE,2016,1.61748808904192
ARE,2017,1.96682557818839
ARE,2018,3.06863379251994
ARE,2019,-1.93108114782171
ARM,2000,-0.790883768934766
ARM,2001,3.14590464685019
ARM,2002,1.06004929341667
ARM,2003,4.72155336605342
ARM,2004,6.96126135875792
ARM,2005,0.638928002410126
ARM,2006,2.89235662459002
ARM,2007,4.40736089644519
ARM,2008,8.94995335353386
ARM,2009,3.40676682683799
ARM,2010,8.17636138473956
ARM,2011,7.6500080785929
ARM,2012,2.55802007757907
ARM,2013,5.78966778544654
ARM,2014,2.98130868933673
ARM,2015,3.73169119261695
ARM,2016,-1.40360755900906
ARM,2017,0.969553268816231
ARM,2018,2.52023382001631
ARM,2019,1.44344660770702
ATG,2000,0.771779796900182
ATG,2001,1.40279663573984
ATG,2002,2.40765801293492
ATG,2003,1.99353055152456
ATG,2004,2.03007757853236
ATG,2005,2.09875196709306
ATG,2006,1.78778537419119
ATG,2007,1.4160525940974
ATG,2008,5.33380639820237
ATG,2009,-0.550159995508912
ATG,2010,3.3700254022015
ATG,2011,3.45674967234602
ATG,2012,3.37688044338876
ATG,2013,1.05949782356168
ATG,2014,1.0894415743536
ATG,2015,0.968993458825599
ATG,2016,-0.489437796230513
ATG,2017,2.43248789041366
ATG,2018,1.20715793367003
ATG,2019,1.43135598182989
AUS,2000,4.45743514797225
AUS,2001,4.4071353620147
AUS,2002,2.98157453936349
AUS,2003,2.73259596616783
AUS,2004,2.34325522482587
AUS,2005,2.69183168316831
AUS,2006,3.55528773727028
AUS,2007,2.32761128891476
AUS,2008,4.35029854990047
AUS,2009,1.77111716621252
AUS,2010,2.91834002677376
AUS,2011,3.30385015608744
AUS,2012,1.76278015613193
AUS,2013,2.44988864142539
AUS,2014,2.48792270531403
AUS,2015,1.50836672165921
AUS,2016,1.27699094497328
AUS,2017,1.94864740944522
AUS,2018,1.91140094445692
AUS,2019,1.61076787290379
AUT,2000,2.34486285357277
AUT,2001,2.65000077279529
AUT,2002,1.81035787764132
AUT,2003,1.35555370896445
AUT,2004,2.06120618032866
AUT,2005,2.29913785639285
AUT,2006,1.44154851119019
AUT,2007,2.16855528800755
AUT,2008,3.21595033239883
AUT,2009,0.506308827696486
